Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
79407,VILLALTA,&,BURGOS,GRUPO,
DE,CONSULTORIA,LIMITADA,,,
FRANHERN,INGENIERÍA,Y,,,
79408,77.745.363-7,2025-07-24,,,
TRANSPORTES,DE,LOS,RÍOS,,
79409,77.174.167-3,2025-07-24,,,
SOCIEDAD,DE,INVERSIONES,,,
79410,77.176.547-5,2025-07-24,,,
79411,77.767.204-5,PRV,LIMITADA,2025-07-24,
79412,77.909.950-4,DISTRIBUIDORA,GOMAC,2025-07-24,
79413,77.707.334-6,MAWUN,CLIMATIZACIÓN,SPA,2025-07-24
79414,77.767.601-6,CONSTRUCCIONES,BYR,SPA,2025-07-24
79415,77.910.161-4,CH,GREENTRANS,SPA,2025-07-24
79416,77.814.259-7,OER,NÁUTICA,SPA,2025-07-24
79417,77.177.232-3,SISELEC,SPA,2025-07-24,
79418,77.910.177-0,TORHMAN,SPA,2025-07-24,
