Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
95056,ARAUCANÍA,INGENIERÍA,,,,
95057,77.746.054-4,DISEÑO,Y,PRODUCCIÓN,2025-07-24,
95058,78.033.265-4,CARRASCO,ESCOBEDO,E,2025-07-24,
TECNOLOGÍAS,DE,LA,,,,
95059,78.033.402-9,2025-07-24,,,,
95060,77.746.983-5,GRUPO,ECOSAP,SPA,2025-07-24,
95061,78.033.887-3,2025-07-24,,,,
REPARACIÓN,PONCE,SPA,,,,
LINDE,HIGH,LIFT,CHILE,S,,
95062,78.034.470-9,2025-07-24,,,,
95063,78.035.382-1,PS,GROUP,SPA,2025-07-24,
95064,77.747.145-7,2025-07-24,,,,
LISPERGUER,ARAOS,E.I.R.,,,,
CLINICA,SAN,ANTONIO,S.,,,
95065,78.035.390-2,2025-07-24,,,,
95066,78.035.569-7,2025-07-24,,,,
