Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.779.675-5,ZUNIGAS,SPA,2025-07-24,,
EMPRESA,GENERAL,DE,,,
95306,78.097.270-K,2025-07-24,,,
95307,77.779.811-1,PROFESIONALES,DE,2025-07-24,
SALUD,LIMA,Y,COMPAÑÍA,,
95308,78.097.284-K,2025-07-24,,,
95309,77.779.904-5,MEDPRO,360,SPA,2025-07-24
95310,77.780.118-K,2025-07-24,,,
95311,77.780.159-7,PARADISO,GRAFICO,SPA,2025-07-24
95312,78.097.943-7,2025-07-24,,,
95313,78.099.221-2,2025-07-24,,,
95314,77.780.385-9,GICREA23,SPA,2025-07-24,
COFFE,BREAK,SERVICE,,,
