Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
82386,FRUTA,SOLAR,Y,,,
82387,77.940.328-9,SOCIEDAD,SYVTECH,SPA,2025-07-24,
82388,78.017.246-0,OPIFEX,SPA,2025-07-24,,
82389,77.364.599-K,E,INVERSIONES,SAN,2025-07-24,
82390,77.940.495-1,2025-07-24,,,,
F6,DEPORTE,Y,,,,
82391,77.881.725-K,2025-07-24,,,,
A&S,SERVICIOS,DE,,,,
82392,77.364.762-3,INGENIERÍA,ELÉCTRICA,2025-07-24,,
82393,77.941.539-2,2025-07-24,,,,
82394,77.896.621-2,CONSTRUCCIONES,2025-07-24,,,
82395,77.852.907-6,INVERSIONES,J,SPA,2025-07-24,
82396,76.884.651-0,PRINTERCOM,SPA,2025-07-24,,
