Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
73184,VJV,TRANSPORTES,Y,,
GRUPO,PALERMO,CHILE,,,
73185,76.823.168-0,2025-07-24,,,
73186,77.427.002-7,DR.SERVICIOS,LIMITADA,2025-07-24,
COMERCIAL,R,&,J,,
73187,77.553.407-9,2025-07-24,,,
73188,77.707.924-7,2025-07-24,,,
73189,77.529.869-3,2025-07-24,,,
73190,77.000.243-5,2025-07-24,,,
CAPACITACIÓN,SEINT,SPA,,,
73191,78.002.176-4,RALCO,CAFÉ,SPA,2025-07-24
73192,76.981.014-5,MAPAR,SERVICIOS,SPA,2025-07-24
73193,77.544.302-2,2025-07-24,,,
73194,76.438.029-0,TRANSPORTES,SAYEN,2025-07-24,
