Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
81952,COMERCIALIZADORA,MAU,,,
81953,96.787.970-3,TECNOLOGIA,DE,2025-07-24,
INFORMACION,S,A,,,
81954,77.828.323-9,LEMS,SPA,2025-07-24,
81955,77.915.522-6,2025-07-24,,,
81956,96.797.660-1,2025-07-24,,,
INVASCO,S,A,,,
81957,77.828.867-2,2025-07-24,,,
81958,77.879.444-6,2025-07-24,,,
81959,77.874.274-8,MUSA,DESING,SPA,2025-07-24
81960,76.864.401-2,INNBOARD,SPA,2025-07-24,
81961,77.879.445-4,2025-07-24,,,
PRCL,PRENSA,CHILENA,,,
81962,77.874.902-5,2025-07-24,,,
