Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.781.966-6,J&L,SERVICES,SPA,2025-07-24,,,
99432,77.783.232-8,ACINEL,SPA,2025-07-24,,,
99433,77.783.659-5,2025-07-24,,,,,
SERVICIOS,PROFESIONALES,SPA,,,,,
ECO,JARDINES,SUSTENTABLES,,,,,
99434,77.783.786-9,2025-07-24,,,,,
99435,77.785.129-2,2025-07-24,,,,,
99436,77.785.761-4,TAXI,EJECUTIVO,GEN,SPA,2025-07-24,
SERVICIOS,TECNOLOGIA,MEDICA,,,,,
99437,77.786.119-0,2025-07-24,,,,,
PRODUCCION,DE,SERVICIOS,Y,,,,
99438,77.786.484-K,2025-07-24,,,,,
EVENTOS,SALAZAR,SPA,,,,,
99439,77.786.596-K,DAAM,SPA,2025-07-24,,,
SOCIEDAD,COMERCIAL,BIKO,,,,,
99440,77.787.378-4,2025-07-24,,,,,
99441,77.787.633-3,PUERTO,CAMPESTRE,SPA,2025-07-24,,
99442,77.788.023-3,ESTUDIO,DE,DISEÑO,TEXTIL,SPA,2025-07-24
