Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
104528,INDUSTRIAL,JUAN,,,,
CATALAN,CATALAN,E.I.R.,,,,
104529,77.211.245-9,MAXSIS,SPA,2025-07-24,,
104530,77.211.297-1,ASESORIAS,RC,SPA,2025-07-24,
104531,77.211.334-K,2025-07-24,,,,
ASESORIAS,Y,SERVICIOS,,,,
104532,77.212.540-2,2025-07-24,,,,
104533,77.212.684-0,MYMOL,SPA,2025-07-24,,
104534,77.213.395-2,GABRIELA,LEAL,2025-07-24,,
104535,77.213.959-4,DIGIFIX,SPA,2025-07-24,,
Comercial,pacífico,salud,,,,
104536,77.214.923-9,2025-07-24,,,,
SANITARIAS,JOSE,RENE,,,,
104537,77.214.969-7,2025-07-24,,,,
FUENTES,BECERRA,E.I.R.,,,,
104538,77.216.022-4,RUTA,PEWENCHE,SPA,2025-07-24,
