Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
67368,SOCIEDAD,JARA,ARCE,,
67369,77.776.517-5,2025-07-24,,,
67370,76.498.241-K,Estilo,Aereo,SpA,2025-07-24
VN,DIGITAL,JOSE,,,
67371,76.750.953-7,NEGRON,BORQUEZ,E.I.R.,2025-07-24
AEDO,Y,NUNEZ,,,
67372,76.183.324-3,CONSULTORES,2025-07-24,,
67373,77.776.623-6,ACTUA,SPA,2025-07-24,
67374,77.265.239-9,VDR,FINANCING,SPA,2025-07-24
67375,77.163.199-1,TELECOMUNICACIONES,2025-07-24,,
67376,76.183.984-5,2025-07-24,,,
IMPRESIONES,RB,SPA.,,,
67377,77.239.724-0,APRENDIZAJE,HOLÍSTICO,2025-07-24,
MARCELA,DEL,CARMEN,,,
RAMÍREZ,SOTO,E.I.R.L.,,,
