Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
69765,SOCIEDAD,GASTRO,,,,
Servicios,Generales,Rios,,,,
69766,76.283.833-8,2025-07-24,,,,
69767,77.278.368-K,2025-07-24,,,,
69768,77.869.969-9,2025-07-24,,,,
69769,76.851.851-3,JACE,SPA,2025-07-24,,
69770,77.259.927-7,2025-07-24,,,,
69771,77.278.608-5,REIGG,ENERGY,SPA,2025-07-24,
69772,77.870.272-K,OBRA,Y,EVENTOS,SPA,2025-07-24
MRL,INGENIERÍA,Y,,,,
69773,77.259.978-1,CONSTRUCCIÓN,2025-07-24,,,
OPTICA,Y,SERVICIOS,,,,
69774,77.565.925-4,OFTALMOLOGICOS,LOOK,2025-07-24,,
MYA,ELEMENTOS,DE,,,,
69775,77.278.178-4,2025-07-24,,,,
