Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76410,ARTÍSTICOS,NATALIA,,,,
OYANEDEL,ISSA,E.I.R.L.,,,,
76411,77.605.258-2,TREE,TIME,SERVICE,SPA,2025-07-24
76412,77.086.456-9,2025-07-24,,,,
76413,77.801.242-1,2025-07-24,,,,
76414,76.981.720-4,2025-07-24,,,,
FOS,MANTENCION,DE,,,,
76415,77.086.557-3,2025-07-24,,,,
76416,77.700.309-7,2025-07-24,,,,
76417,77.801.497-1,R&M,HOJALATERIA,SPA,2025-07-24,
76418,77.606.009-7,EMPRESA,ROKA,SPA,2025-07-24,
76419,77.615.375-3,REÑMA,SPA,2025-07-24,,
76420,77.801.748-2,SEGURIDAD,"PRIVADA,",2025-07-24,,
