Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
Arquitectura,y,Construcción,,,,,
Poulsen,y,Compañía,Lim,,,,
102923,76.315.690-7,2025-07-24,,,,,
PAVEZ,E,I,R,L,,,
102924,76.316.236-2,Transportes,Medina,Limitada,2025-07-24,,
FK,INGENIERIA,Y,,,,,
102925,76.316.567-1,2025-07-24,,,,,
SOCIEDAD,DE,APRENDIZAJE,,,,,
102926,76.316.644-9,Y,ENTRETENCION,HIFIVE,2025-07-24,,
102927,76.317.361-5,Carrasco,Nuñez,Limitada,2025-07-24,,
102928,76.317.892-7,Recicladora,Muñoz,y,Cia,Ltda.,2025-07-24
102929,76.319.525-2,2025-07-24,,,,,
BROSCHEK,MUSICA,E.I.R.L.,,,,,
102930,76.319.739-5,CHIC,DESIGN,SPA,2025-07-24,,
102931,76.319.763-8,2025-07-24,,,,,
102932,76.320.723-4,EUROESTUDIOS,"S.L.,",2025-07-24,,,
AGENCIA,EN,CHILE,,,,,
