Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.849.383-7,WEETOYS,CALAMA,SPA,2025-07-24,
80354,77.796.025-3,2025-07-24,,,
80355,77.813.977-4,PASAJEROS,PACIFICO,2025-07-24,
80356,77.228.421-7,2025-07-24,,,
80357,77.796.305-8,TRAVEL,LOGISTICS,SPA,2025-07-24
80358,77.228.961-8,MAULE,STUDIO,SPA,2025-07-24
80359,77.172.051-K,CENTRAL,PARKING,SPA,2025-07-24
80360,77.797.167-0,ESCOBAR,Y,GAJARDO,2025-07-24
SOCIEDAD,ALFA,VC,,,
80361,77.865.986-7,2025-07-24,,,
80362,77.814.274-0,E,INVERSIONES,2025-07-24,
80363,77.172.539-2,COMUNICACIONES,EL,2025-07-24,
NUEVO,NORTE,SPA,,,
