Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.726.662-4,ELECTRICOS,JUAN,2025-07-24,,
78821,76.725.714-7,2025-07-24,,,
78822,77.720.364-9,MG,INVERSIONES,SPA,2025-07-24
78823,77.146.406-8,2025-07-24,,,
78824,77.727.899-1,FORMACIÓN,EXPANSIÓN,2025-07-24,
78825,76.725.972-7,ADKINTUN,SPA,2025-07-24,
EL,REFUGIO,INGENIERIA,,,
78826,77.683.379-7,2025-07-24,,,
Y,CONSTRUCCION,SPA,,,
78827,77.728.737-0,2025-07-24,,,
SERVICIOS,DE,SALUD,,,
78828,77.803.026-8,2025-07-24,,,
GEOVANA,ESTAY,E.I.R.L.,,,
78829,77.794.017-1,2025-07-24,,,
78830,77.884.427-3,2025-07-24,,,
