Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
SANITARIAS,AGUILA,SPA,,,,,
49637,76.470.400-2,2025-07-24,,,,,
49638,76.473.186-7,WILDNET,NOVA,SPA,2025-07-24,,
49639,77.965.892-9,C,Y,C,INTEGRALES,SPA,2025-07-24
49640,77.173.761-7,AL2,Constructora,SpA,2025-07-24,,
49641,77.984.256-8,DIGIGRAFIC,SPA,2025-07-24,,,
LIMP,FACILITY,SERVICES,,,,,
49642,76.511.659-7,2025-07-24,,,,,
49643,65.155.673-2,2025-07-24,,,,,
DE,SONRISAS,DE,SAN,,,,
YESSICA,VEGA,BREVIS,,,,,
49644,76.752.214-2,SERVICIO,BANQUETERIA,2025-07-24,,,
49645,65.160.064-2,FUNDACION,PALABRA,2025-07-24,,,
49646,76.188.557-K,LUNETAS.CL,2025-07-24,,,,
