Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
97707,PSICUS,CONSULTORES,,,,,
97708,77.756.437-4,COFEMAT,SPA,2025-07-24,,,
97709,78.116.627-8,2025-07-24,,,,,
SAAVEDRA,MUÑOZ,E.I.R.,,,,,
97710,78.116.855-6,CONSTRUCTORA,NCI,SPA,2025-07-24,,
97711,77.756.573-7,TEATRALES,YORKA,2025-07-24,,,
OJEDA,BANZ,E.I.R.L.,,,,,
97712,78.117.188-3,MOON,ESTUDIO,SPA,2025-07-24,,
COMERCIAL,Y,SERVICIOS,,,,,
97713,78.117.707-5,2025-07-24,,,,,
G-FOSS,CHILE,SPA,,,,,
97714,77.757.295-4,2025-07-24,,,,,
97715,78.117.817-9,2025-07-24,,,,,
97716,77.757.653-4,LIAC,INGENIERÍA,SPA,2025-07-24,,
97717,78.118.958-8,TRANSPORTE,J,Y,R,SPA,2025-07-24
