Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
77.763.751-7,DISTRIBUIDORA,2025-07-24,,,,
79807,77.786.072-0,2025-07-24,,,,
DE,IMAGENOLOGÍA,SPA,,,,
79808,77.780.974-1,2025-07-24,,,,
79809,77.927.973-1,CBA,PINTURAS,SPA,2025-07-24,
79810,77.786.283-9,2025-07-24,,,,
79811,77.837.930-9,gear,proyectos,asociados,ltda.,2025-07-24
79812,77.929.204-5,2025-07-24,,,,
79813,77.729.118-1,ESTRUCTURAS,RIFIFI,SPA,2025-07-24,
79814,76.772.435-7,ULTRASERV,SPA,2025-07-24,,
79815,85.567.100-K,IDAL,S,A,2025-07-24,
ECO,SERVICIOS,INTEGRALES,,,,
79816,77.929.799-3,2025-07-24,,,,
