Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
81109,DES,DISTRIBUIDORA,Y,,,
ENTREGAS,SEGURAS,SPA,,,,
81110,77.891.567-7,PATIO,JACINTO,SPA,2025-07-24,
81111,76.823.071-4,SOLUCIONES,360,SPA,2025-07-24,
81112,77.845.955-8,TAPIA,&,ABALOS,SPA,2025-07-24
81113,77.886.135-6,NAVARRETE,GALAZ,E.I.R.,2025-07-24,
81114,77.272.397-0,2025-07-24,,,,
TERMOGLASS,ANGOL,SPA,,,,
81115,77.846.845-K,ERNESTO,VERA,2025-07-24,,
81116,77.978.966-7,VIC,ASESORES,LIMITADA,2025-07-24,
81117,77.823.154-9,SERVICIOS,FIGUEPA,SPA,2025-07-24,
81118,76.823.214-8,ACONCAGUA,EVENTOS,2025-07-24,,
DIANA,VALDES,EIRL,,,,
81119,77.847.056-K,2025-07-24,,,,
