Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.503.316-9,BIOMEDICAL,SOLUTIONS,SPA,2025-07-24,,,
COMERCIAL,OSCAR,STOLZENBACH,VOLKE,E.I.R.,,,
71872,77.954.453-2,2025-07-24,,,,,
71873,77.461.660-8,A,R,G,TRAILERS,SPA,2025-07-24
71874,76.947.501-K,AGUA,PURITA,LIMITADA,2025-07-24,,
71875,76.378.549-1,empresadeprestaciondeservicioscarpinteriaalbañiler,2025-07-24,,,,
71876,77.475.454-7,CONSTRUCTORA,DIAZ,LIMITADA,2025-07-24,,
71877,77.954.644-6,WAPA,MARKETING,Y,COMUNICACIONES,LIMITADA,2025-07-24
71878,77.461.764-7,ENTRECLIMA,RT,SPA,2025-07-24,,
71879,77.651.773-9,LA,CUCHARA,E,PALO,SPA,2025-07-24
71880,77.369.042-1,COMERCIALIZADORA,JOVI,SPA,2025-07-24,,
71881,76.754.701-3,TECH,BOX,SPA,2025-07-24,,
CONSULTORA,ROSA,GABRIELA,CARES,OSORIO,E.,,
71882,77.955.439-2,2025-07-24,,,,,
