Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
98334,Arbol,Logika,Sociedad,,,
INDUSTRIAL,Y,COMERCIAL,,,,
98335,78.897.320-9,2025-07-24,,,,
HOMECARE,CHILE,LTDA,,,,
COMERCIAL,MUÑOZ,Y,CIA,,,
98336,78.906.980-8,2025-07-24,,,,
98337,77.921.806-6,GRUPO,RVS,SPA,2025-07-24,
98338,78.924.390-5,2025-07-24,,,,
98339,78.937.230-6,ASESORIA,ESTENO,CHILE,2025-07-24,
SOC,COMERCIAL,BARRIA,Y,,,
98340,78.938.530-0,2025-07-24,,,,
98341,77.922.215-2,2025-07-24,,,,
IDM,SUPPLIES,&,SERVICES,,,
98342,77.922.219-5,2025-07-24,,,,
RICHARD,BUSTOS,VILLEGAS,,,,
98343,77.922.609-3,2025-07-24,,,,
98344,78.938.760-5,GRAFFO,DIENST,2025-07-24,,
