Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.711.146-9,ASESORES,R&F,SPA,2025-07-24,
78620,77.787.811-5,2025-07-24,,,
78621,77.716.131-8,INVERSIONES,AOS,SPA,2025-07-24
CENTRO,NACIONAL,DE,,,
78622,77.711.210-4,CAPACITACION,CNC,2025-07-24,
78623,77.670.863-1,2025-07-24,,,
EN,TECNOLOGÍAS,SPA,,,
78624,77.726.543-1,RONDANELLI,CARRILLO,2025-07-24,
78625,77.716.587-9,SIMEDICAL,SPA,2025-07-24,
SOCIEDAD,COMERCIAL,Y,,,
78626,77.877.567-0,2025-07-24,,,
DE,SERVICIOS,V&A,SPA,,
78627,77.792.712-4,CAPACITACIONES,2025-07-24,,
78628,77.717.172-0,MAGMA,SPA,2025-07-24,
78629,77.877.687-1,2025-07-24,,,
