Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
103712,CRONOS,AUTOMOTRIZ,,,
103713,76.784.385-2,2025-07-24,,,
EL,MUNDO,DE,LOS,,
103714,76.785.757-8,TÍTERES,DE,RAFAEL,2025-07-24
EUGENIO,BROZZI,E.I.R.L.,,,
103715,76.786.273-3,RICARDO,ALFONSO,2025-07-24,
OSORIO,OSES,E.I.R.L.,,,
103716,76.786.453-1,GRUNER,&,GONZÁLEZ,2025-07-24
HL,INGENIERÍA,Y,,,
103717,76.787.018-3,2025-07-24,,,
CENTRO,MEDICO,DR,,,
103718,76.787.184-8,2025-07-24,,,
103719,76.787.766-8,MIS,CHAPITAS,SPA,2025-07-24
103720,76.788.032-4,2025-07-24,,,
SOC,DE,MULTISERVICIOS,,,
103721,76.788.300-5,TRANSITORIOS,FESEC,2025-07-24,
103722,76.788.496-6,EGC,SPA,2025-07-24,
