Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
57022,COMERCIALIZADORA,SOLIS,Y,,,,
57023,76.252.984-K,microwave,spa,2025-07-24,,,
57024,76.024.538-0,K.,Y,P.,SERVICIOS,LIMITADA,2025-07-24
57025,78.178.799-K,N&P,INSUMOS,MÉDICOS,SPA,2025-07-24,
57026,76.750.198-6,ZCR,E.I.R.L.,2025-07-24,,,
57027,76.837.385-K,PARELI,SPA,2025-07-24,,,
57028,76.024.553-4,GRUPO,5,SPA,2025-07-24,,
57029,78.026.921-9,OCEC,CONSTRUCCIONES,SPA,2025-07-24,,
57030,78.179.468-6,DEVEAL,CHILE,SPA,2025-07-24,,
AZUUR,SERVICIOS,PARA,LA,,,,
PROTECCION,CIVIL,SOCIEDAD,,,,,
57031,76.837.708-1,2025-07-24,,,,,
57032,76.024.871-1,SAGREDO,E,HIJA,LIMITADA,2025-07-24,
