Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.610.745-K,MKVO,SPA,2025-07-24,,,
70728,77.910.937-2,BUENCLIMA,SPA,2025-07-24,,
70729,77.314.467-2,2025-07-24,,,,
70730,77.455.964-7,GP,CONTROL,SPA,2025-07-24,
70731,77.336.452-4,2025-07-24,,,,
70732,76.896.375-4,ALEMSI,SERVICIOS,2025-07-24,,
70733,77.911.329-9,2025-07-24,,,,
AUTOS,CHILE,SPA,,,,
70734,77.314.468-0,2025-07-24,,,,
70735,77.457.379-8,AIRE,VIVO,SPA,2025-07-24,
70736,77.311.901-5,ELADIO,GODOY,SPA,2025-07-24,
70737,77.611.003-5,LUANDI,SERVICIOS,SPA,2025-07-24,
