Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.811.035-0,IZQUIERDO,TAPIA,2025-07-24,,,,
81603,77.907.681-4,M,Y,T,SOLUCIONES,SPA,2025-07-24
81604,77.307.293-0,LA,BOTICA,SPA,2025-07-24,,
81605,77.811.075-K,EQUIPOS,Y,MAS,SPA,2025-07-24,
81606,77.851.324-2,2025-07-24,,,,,
81607,77.307.662-6,CHALKARTS,SPA,2025-07-24,,,
RSG,RISK,SOLUTIONS,,,,,
81608,94.426.000-5,2025-07-24,,,,,
SEGUROS,S,A,,,,,
81609,77.907.803-5,2025-07-24,,,,,
81610,76.848.769-3,CONSTRUCTORA,JES,SPA,2025-07-24,,
RESORTE,LAS,ROCAS,,,,,
81611,77.843.029-0,2025-07-24,,,,,
SERVICIOS,MÉDICOS,Y,,,,,
81612,77.908.068-4,PROFESIONALES,RAFAEL,2025-07-24,,,
CHICA,GARCES,E.I.R.L.,,,,,
