Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
37902,GUILLERMO,BADILLA,E,,,
37903,76.724.900-4,2025-07-24,,,,
37904,77.622.901-6,MONTANA,SPA,2025-07-24,,
37905,76.725.421-0,AUTOMUJER,CHILE,SPA,2025-07-24,
37906,77.624.886-K,2025-07-24,,,,
HEUFEMANN,Y,MORALES,,,,
37907,77.391.513-K,ENIAC,LIMITADA,2025-07-24,,
37908,77.624.999-8,GROOVE,FACTORY,SPA,2025-07-24,
SOC,VALENCIA,Y,,,,
37909,77.391.850-3,2025-07-24,,,,
DAM,SERVICIO,DE,,,,
37910,77.640.248-6,2025-07-24,,,,
LIMPIEZA,E,HIGIENE,SPA,,,
37911,77.393.522-K,CAPACITACIONES,2025-07-24,,,
REDCLASE,OTEC,SPA,,,,
TRANSPORTE,DE,CARGA,",",,,
37912,77.625.808-3,2025-07-24,,,,
