Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
JAVIER,RETRO,"80""S",,,
77.951.554-0,COMIDA,AL,PASO,2025-07-24,
84807,78.054.015-K,NM,CLIMA,SPA,2025-07-24
84808,78.139.307-K,2025-07-24,,,
HORCON,DE,PIEDRA,SPA,,
84809,77.979.068-1,ANGEL,TAIBA,ORELLANA,2025-07-24
84810,77.951.655-5,2025-07-24,,,
84811,76.967.764-K,2025-07-24,,,
84812,77.979.162-9,CONSTRUSERVI,SPA,2025-07-24,
84813,77.951.884-1,BLACK,BRANDS,SPA,2025-07-24
84814,78.139.555-2,2025-07-24,,,
84815,77.979.254-4,SEPULVEDA,CONTRERAS,2025-07-24,
84816,77.953.149-K,2025-07-24,,,
