Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.764.256-1,DIAG-MOTORS,SPA,2025-07-24,,,,
80582,77.825.832-3,2025-07-24,,,,,
MARKETING,Y,VENTAS,,,,,
80583,77.954.800-7,MUEBLES,B,Y,B,LIMITADA,2025-07-24
80584,77.860.288-1,ELECTRO,CLIMA,SPA,2025-07-24,,
80585,77.245.336-1,2025-07-24,,,,,
80586,77.876.042-8,2025-07-24,,,,,
DANIEL,IGNACIO,AVELIO,,,,,
TOLEDO,VALDIVIA,E.I.R.L.,,,,,
80587,77.797.587-0,2025-07-24,,,,,
80588,77.808.458-9,OPILION,SPA,2025-07-24,,,
SIBARITAS,WINE,VEGA,Y,,,,
80589,77.955.755-3,2025-07-24,,,,,
80590,77.860.379-9,DANCO,SPA,2025-07-24,,,
80591,77.808.672-7,LAPSO,SPA,2025-07-24,,,
