Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
COMPRA,VENTA,DE,,,,,
77.448.525-2,AUTOMOTRICES,MARIO,2025-07-24,,,,
PATRICIO,MUÑOZ,DAVET,E.,,,,
"Sintoniza,",personas,y,,,,,
36463,76.515.294-1,2025-07-24,,,,,
36464,76.517.193-8,Arangua,y,Maggi,Ltda.,2025-07-24,
36465,77.448.536-8,OSO,CON,HUMITA,SPA,2025-07-24,
36466,76.517.360-4,INDEP,SA,2025-07-24,,,
36467,77.449.666-1,A,MANO,CASA,TALLER,SPA,2025-07-24
BUNKER,SEGURIDAD,Y,,,,,
36468,76.518.554-8,PROTECCION,INTEGRAL,2025-07-24,,,
36469,77.452.733-8,COMERCIAL,NAFER,SPA,2025-07-24,,
36470,77.455.008-9,SOLUCIONES,INTEGRALES,2025-07-24,,,
36471,77.455.374-6,DETALLITOS,R,Y,J,SPA,2025-07-24
36472,77.455.636-2,ASTUDILLO,LIMITADA,2025-07-24,,,
