Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
60189,INVERSIONES,Y,ASESORÍAS,,,
kimen,capacitación,y,,,,
60190,76.921.070-9,2025-07-24,,,,
EMAVI,Y,COMPANIA,,,,
60191,77.501.490-3,2025-07-24,,,,
60192,80.329.000-8,2025-07-24,,,,
60193,78.112.819-8,2025-07-24,,,,
60194,76.921.335-K,EDUARDO,PEÑA,VENEGAS,E.,2025-07-24
60195,76.401.589-4,TOY,SPORTS,SA,2025-07-24,
60196,76.974.514-9,DITMO,SPA,2025-07-24,,
ASESORIAS,E,INVERSIONES,,,,
60197,76.155.653-3,2025-07-24,,,,
CONTRERAS,Y,SCHÜRMANN,,,,
Sociedad,Comercial,y,de,,,
60198,76.536.687-9,2025-07-24,,,,
Servicios,Generales,M3E,SP,,,
A,Y,V,INGENIERÍA,Y,,
60199,78.113.311-6,2025-07-24,,,,
