Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
86739,SOCIEDAD,COMERCIAL,,,
SIMON,PEDRO,SPA,,,
86740,78.149.617-0,2025-07-24,,,
DISEÑOS,MAEILE,SPA,,,
86741,77.615.392-3,ABEJOTA,BURNABY,SPA,2025-07-24
86742,78.024.727-4,TECNOANDES,SPA,2025-07-24,
86743,77.056.087-K,15,SUR,SPA,2025-07-24
86744,78.096.676-9,2025-07-24,,,
86745,77.615.863-1,2025-07-24,,,
86746,77.056.222-8,AQUA-TEK,SPA,2025-07-24,
86747,78.087.765-0,EMPRESA,INDIVIDUAL,DE,2025-07-24
86748,77.196.600-4,CONSULTORES,VALDIVIA,2025-07-24,
GONZALEZ,DAZA,Y,CIA,,
86749,79.903.350-K,2025-07-24,,,
