Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.641.469-7,COMERCIAL,VITORIA,SPA,2025-07-24,,
77966,77.128.533-3,ORGANON,CHILE,SPA,2025-07-24,
77967,77.159.157-4,SELLO,GREEN,SPA,2025-07-24,
DISTRIBUIDORA,FAST,FOOD,,,,
77968,77.756.276-2,2025-07-24,,,,
77969,77.704.868-6,TAPICERIA,Y,DECOART,SPA,2025-07-24
INGENIERÍA,Y,CONSTRUCCIÓN,,,,
77970,77.760.693-K,2025-07-24,,,,
EL,MOLINO,SPA,,,,
77971,77.159.326-7,COMERCIAL,VENYTRANS,SPA,2025-07-24,
SOC,COMERCIAL,CASA,LAIBE,,,
77972,79.553.780-5,2025-07-24,,,,
Y,COMPANIA,LIMITADA,,,,
MAURICIO,ULLOA,ILUFFÍ,,,,
77973,77.128.918-5,2025-07-24,,,,
EMPRESA,INDIVIDUAL,DE,,,,
77974,77.761.265-4,ECOMAR,CONSULTORÍAS,SPA,2025-07-24,
77975,77.680.329-4,ARRIENDO,Y,CONSTRUCTORA,2025-07-24,
