Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
93993,77.752.168-3,REF,INGENIERIA,SPA,2025-07-24,
93994,77.752.316-3,GALLEGUILLOS,FUENTES,2025-07-24,,
93995,77.753.036-4,2025-07-24,,,,
93996,77.753.408-4,ELECTROMALL,SPA,2025-07-24,,
SERVICIOS,TURÍSTICOS,Y,,,,
93997,77.753.709-1,GASTRONÓMICOS,297,2025-07-24,,
SH,PRODUCCIONES,E,,,,
93998,77.753.819-5,2025-07-24,,,,
93999,77.754.856-5,2025-07-24,,,,
SERVICIO,DE,ALIMENTOS,,,,
94000,77.755.574-K,2025-07-24,,,,
