Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
104516,KA,TONGA,TE,MANA'U,
104517,77.202.651-K,Ferreteria,Frontera,Spa,2025-07-24
104518,77.203.488-1,CODEVSYS,SPA,2025-07-24,
104519,77.203.836-4,COMERCIAL,CFL,SPA,2025-07-24
104520,77.204.506-9,MAZOR,SPA,2025-07-24,
104521,77.205.233-2,2025-07-24,,,
104522,77.205.392-4,2025-07-24,,,
104523,77.205.894-2,BANQUETES,MA-IS,SPA,2025-07-24
104524,77.207.365-8,2025-07-24,,,
104525,77.208.613-K,SINTÉTICOS,CUBMAX,2025-07-24,
SERMEQ,CLINICA,Y,,,
104526,77.209.575-9,2025-07-24,,,
CENTRO,MEDICO,SPA,,,
104527,77.209.768-9,TRANSPORTES,RIAH,SPA,2025-07-24
