Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.325.642-K,CERVELA,PERFORACION,Y,TRONADURAS,SPA,2025-07-24,
ARIDOS,Y,ARRIENDO,MAQUINARIA,DALCAHUE,,,
71121,77.358.859-7,2025-07-24,,,,,
71122,76.720.306-3,PRO,CONSULTORES,LIMITADA,2025-07-24,,
71123,77.924.267-6,ASESORIAS,TRAMITES,CHILE,SPA,2025-07-24,
71124,76.343.041-3,Limsanpa,Limitada,2025-07-24,,,
71125,76.721.387-5,MYH,SERVICIOS,ELÉCTRICOS,LIMITADA,2025-07-24,
71126,77.476.976-5,SERVICIOS,MONACO,SPA,2025-07-24,,
71127,76.908.191-7,KAYROS,CENTRO,DE,FORMACIÓN,SPA,2025-07-24
CENTRO,DE,ESTUDIOS,CULTURALES,APLICADOS,,,
71128,76.343.612-8,2025-07-24,,,,,
SOCIEDAD,IMPORTADORA,Y,COMERCIALIZADORA,,,,
71129,77.359.651-4,2025-07-24,,,,,
71130,77.628.713-K,CONTRUCTORA,STUARDO,SPA,2025-07-24,,
71131,77.326.203-9,TBK,ELECTRICIDAD,SPA,2025-07-24,,
