Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.958.061-1,EQUIPOS,DE,ELEVACION,2025-07-24,,,
72547,77.531.109-6,BARRIENTOS,CARRASCO,2025-07-24,,,
72548,77.513.043-1,R,&,D,MADERAS,SPA,2025-07-24
72549,76.979.785-8,2025-07-24,,,,,
MANSILLA,DE,LA,HOZ,,,,
SERVICIOS,DE,LIMPIEZA,,,,,
72550,76.786.410-8,Y,CONSTRUCCION,2025-07-24,,,
72551,76.959.021-8,2025-07-24,,,,,
72552,77.513.199-3,2025-07-24,,,,,
72553,77.499.309-6,ANDRES,BRAVO,MORAGA,2025-07-24,,
MARKETING,RIVERA,Y,,,,,
72554,76.786.525-2,2025-07-24,,,,,
72555,77.436.782-9,COMERCIAL,ATALA,SPA,2025-07-24,,
72556,77.976.656-K,COMERCIAL,FV,SPA,2025-07-24,,
