Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.754.207-9,DUBLIN,STORE,SPA,2025-07-24,,,
79606,77.765.009-2,X5,COMPANY,SPA,2025-07-24,,
79607,77.919.065-K,ISIE,&,NÜ,SHU,SPA,2025-07-24
79608,81.220.300-2,CONSTRUCTORA,FV,S.A.,2025-07-24,,
79609,77.183.816-2,COMERCIALIZADORA,2025-07-24,,,,
79610,76.764.133-8,COMERCIAL,BETA,SPA,2025-07-24,,
79611,77.765.742-9,ARIMAQ,ANCUD,SPA,2025-07-24,,
79612,77.832.185-8,DISTRIBUIDORA,FRUTOS,DEL,2025-07-24,,
79613,77.184.137-6,THE,PALPA,COMPANY,SPA,2025-07-24,
79614,77.754.226-5,FRANCISCO,PINO,TORRES,E.I.,2025-07-24,
79615,77.774.313-9,SERVICIOS,PATAGONIA,SPA,2025-07-24,,
