Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
102545,NUNEZ,PARADA,EMPRESA,,,
CAPACITACION,Y,ASESORIA,,,,
102546,76.092.726-0,2025-07-24,,,,
SOCIEDAD,DE,PUBLICIDAD,,,,
102547,76.093.132-2,PABLO,ANDRES,CORREA,2025-07-24,
ANDRES,ALFARO,Y,JUAN,,,
102548,76.093.321-K,2025-07-24,,,,
SEURA,COMPANIA,LIMITADA,,,,
102549,76.094.150-6,SERVICIOS,DE,INGENIERIA,2025-07-24,
PATRICIO,HERNAN,AVILA,,,,
102550,76.094.363-0,2025-07-24,,,,
"ORREGO,","INGENIERIA,",E.I.R.L,,,,
102551,76.094.390-8,2025-07-24,,,,
102552,76.095.376-8,full,safety,company,limitada,2025-07-24
102553,76.095.759-3,2025-07-24,,,,
CORREA,CORREA,E.I.R.L.,,,,
102554,76.096.882-K,FRONTAL,DISENO,LIMITADA,2025-07-24,
