Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
69829,CENTRAL,RIEGO,SAN,,,,
69830,77.378.794-8,ORDENES,ALVAREZ,E.I.R.,2025-07-24,,
69831,77.872.901-6,HOLZPRO,SPA,2025-07-24,,,
69832,76.857.605-K,PHARMA,NETWORK,SPA,2025-07-24,,
69833,77.283.834-4,COM,COMPANY,SpA,2025-07-24,,
69834,77.570.867-0,KINEINSIDE,SPA,2025-07-24,,,
PUB,RESTAURANTE,APA,,,,,
69835,77.379.576-2,2025-07-24,,,,,
"BARRA,",VÁSQUEZ,Y,,,,,
69836,77.348.558-5,2025-07-24,,,,,
69837,76.645.641-3,HORMAZABAL,Y,2025-07-24,,,
69838,77.284.777-7,METALTEC,SPA,2025-07-24,,,
69839,77.348.764-2,GRUPO,S,&,D,SPA,2025-07-24
