Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.372.275-7,JM,TELECOMUNICACIONES,SPA,2025-07-24,,,
71919,77.652.099-3,CONSTRUCTORA,LIBERTADOR,II,SPA,2025-07-24,
71920,77.407.863-0,CAFFÉ,CAPRI,SPA,2025-07-24,,
71921,76.757.801-6,PRODEPORTES,SPA,2025-07-24,,,
CONSTRUCTORA,SAMUEL,ANTONIO,CHALLAPA,,,,
71922,77.373.274-4,2025-07-24,,,,,
71923,77.374.064-K,MASPLOTTER.CL,SPA,2025-07-24,,,
SOCIEDAD,DE,INVERSIONES,ODONTOLÓGICAS,,,,
71924,77.957.879-8,2025-07-24,,,,,
71925,76.935.014-4,AGUA,SODA,CHOAPA,SPA,2025-07-24,
71926,77.466.695-8,VIDRIERÍA,MARCOS,SPA,2025-07-24,,
71927,77.652.727-0,LAVADO,DE,ALFOMBRAS,EXPRESS,SPA,2025-07-24
71928,77.408.049-K,BZFILMS,SPA,2025-07-24,,,
PRESTACIONES,MEDICAS,RETAMAL,Y,QUIROZ,,,
71929,76.758.532-2,2025-07-24,,,,,
