Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.156.275-0,RIQUELME,GONZÁLEZ,E.I.,2025-07-24,,
87110,78.185.798-K,PRODUCTORA,IRIS,SPA,2025-07-24,
RYR,CONSULTORES,DE,,,,
87111,78.103.788-5,2025-07-24,,,,
87112,78.086.421-4,ECOGREEN,SPA,2025-07-24,,
87113,78.187.036-6,SUN,BABY,SPA,2025-07-24,
87114,78.103.792-3,2025-07-24,,,,
87115,78.088.459-2,GENKIMED,SPA,2025-07-24,,
87116,77.076.265-0,QUO,DESIGN,SPA,2025-07-24,
SERVICIOS,MÉDICOS,L,&,,,
87117,78.187.479-5,2025-07-24,,,,
87118,78.105.163-2,MAJO,SPA,2025-07-24,,
SOLUCIONES,EN,FLUIDO,,,,
87119,77.076.384-3,2025-07-24,,,,
