Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.089.864-1,RECETAS,DE,LANCO,SPA,2025-07-24,
63442,76.681.013-6,2025-07-24,,,,
63443,77.096.144-0,2025-07-24,,,,
63444,77.001.405-0,2025-07-24,,,,
63445,77.089.924-9,FRAMAE,SPA,2025-07-24,,
63446,76.681.269-4,2025-07-24,,,,
63447,79.748.470-9,2025-07-24,,,,
Buses,Pablo,Antonio,,,,
63448,76.681.284-8,2025-07-24,,,,
Gálvez,Guerrero,E.I.R.L,,,,
63449,77.267.712-K,2025-07-24,,,,
M,Y,M,GARAGE,LIMITADA,,
Matuasto,Deporte,y,Salud,,,
63450,77.086.476-3,2025-07-24,,,,
63451,77.030.798-8,APORTE,URBANO,SPA,2025-07-24,
