Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
84828,77.997.182-1,INGENIERIA,PARA,2025-07-24,,
FERTAX,SOCIEDAD,DE,,,,
84829,77.996.903-7,PROFESIONALES,2025-07-24,,,
MIGUEL,ÁNGEL,VÁSQUEZ,,,,
84830,78.140.066-1,GIGLIO,CONSTRUCTORA,2025-07-24,,
JVA,INGENIERIA,Y,,,,
84831,77.953.263-1,2025-07-24,,,,
84832,77.980.922-6,MULTISERVI,SPA,2025-07-24,,
COMERCIALIZADORA,S,Y,,,,
84833,78.057.383-K,2025-07-24,,,,
84834,77.997.406-5,2025-07-24,,,,
84835,78.140.973-1,INVERSIONES,SEISO,SPA,2025-07-24,
84836,78.054.265-9,2025-07-24,,,,
84837,78.057.509-3,VERDE,INSULAR,SPA,2025-07-24,
ARRIENDO,DE,ESPACIOS,,,,
GARDEN,CLUB,MARCELA,,,,
84838,77.539.875-2,2025-07-24,,,,
