Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
97065,78.009.458-3,RESPONSABILIDAD,2025-07-24,,,
PAMELA,VERA,MAURICIO,,,,
97066,77.585.990-3,CEA,Y,COMPANIA,2025-07-24,
SOC,DE,PROFESIONALES,,,,
97067,77.586.630-6,2025-07-24,,,,
GUERRERO,Y,CID,,,,
97068,78.009.772-8,STAGE,GROUP,SPA,2025-07-24,
97069,78.009.923-2,REPUESTOS,DON,PATO,2025-07-24,
MIXCONS,INGENIERIA,Y,,,,
97070,78.010.034-6,2025-07-24,,,,
97071,77.586.762-0,PASAJEROS,MADRID,2025-07-24,,
97072,78.011.337-5,ECOPARKING,SPA,2025-07-24,,
GESTIONES,Y,LOGÍSTICA,,,,
97073,77.587.133-4,2025-07-24,,,,
97074,78.011.374-K,AIR,CLEAN,SPA,2025-07-24,
97075,77.587.263-2,INVERSIONES,NOVAKDC,2025-07-24,,
