Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
SERVICIOS,DE,EXPENDIO,DE,,,
77.859.982-1,ALIMENTOS,LORENA,CRUCES,E.I.,2025-07-24,
99890,77.860.603-8,GRUPO,PRIDOM,SPA,2025-07-24,
99891,77.860.678-K,ENVAFIX,SPA,2025-07-24,,
99892,77.861.004-3,ECOSERVICIOS,SPA,2025-07-24,,
99893,77.861.054-K,EFER,ELECTRIC,SPA,2025-07-24,
99894,77.861.125-2,ELECTRO,SICK,SPA,2025-07-24,
AV,CAPACITACIONES,Y,,,,
99895,77.861.129-5,2025-07-24,,,,
99896,77.861.161-9,TRANSPRINT,PATAGONIA,SPA,2025-07-24,
99897,77.861.583-5,NUEVA,ICARO,SPA,2025-07-24,
99898,77.862.146-0,BLACKHOME,SPA,2025-07-24,,
99899,77.862.598-9,INVERSIONES,RIO,MAULLIN,SPA,2025-07-24
