Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.687.656-0,CARPEDENT,SPA,2025-07-24,,,
66046,77.177.494-6,MARTINEZ,SEPULVEDA,E.,2025-07-24,
66047,77.100.962-K,TECNOLOGÍA,2025-07-24,,,
EDUCACIONAL,BF,SPA,,,,
66048,77.388.620-2,Atuán,y,Godoy,Ltda.,2025-07-24
66049,9.433.869-7,2025-07-24,,,,
66050,77.101.721-5,2025-07-24,,,,
GRAN,AVENTURA,SPA,,,,
66051,77.389.938-K,2025-07-24,,,,
ELÉCTRICOS,Y,DE,,,,
66052,77.118.311-5,2025-07-24,,,,
66053,77.178.783-5,2025-07-24,,,,
66054,76.127.832-0,Disaferco,Limitada,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
