Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
83806,SERVICIOS,FUNERARIOS,,,,,
83807,78.012.167-K,ELECTRICIDAD,TALCA,2025-07-24,,,
83808,77.938.262-1,2025-07-24,,,,,
83809,77.910.133-9,2025-07-24,,,,,
83810,77.951.209-6,2025-07-24,,,,,
83811,77.938.783-6,2025-07-24,,,,,
83812,77.910.906-2,SERVICIOS,G,Y,K,SPA,2025-07-24
83813,77.477.860-8,BERSAL,INGENIERIA,S.A,2025-07-24,,
83814,77.911.446-5,RINGO,SPA,2025-07-24,,,
MARIA,JOSE,DELGADO,,,,,
83815,77.960.479-9,2025-07-24,,,,,
EL,RINCON,DE,LOS,90S,,,
83816,77.478.468-3,2025-07-24,,,,,
