Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76802,J&A,JAIME,BAHAMONDES,,
76803,77.136.505-1,AKUMA,SPA,2025-07-24,
76804,77.712.367-K,2025-07-24,,,
76805,78.162.082-3,2025-07-24,,,
76806,76.614.458-6,AUDIOVISUAL,TAUFICK,2025-07-24,
MASSO,SALAH,E.I.R.L,,,
76807,77.629.329-6,COMERCIALIZADORA,2025-07-24,,
76808,77.658.399-5,JCH,CLIMA,SPA,2025-07-24
MOREVILL,INGENIERIA,Y,,,
76809,77.712.451-K,CONSTRUCCION,2025-07-24,,
76810,77.099.314-8,VAL,COMPANY,SPA,2025-07-24
76811,77.814.245-7,2025-07-24,,,
CAROLA,JARA,URREA,E.I.,,
