Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.636.566-3,INGENIERÍA,MINDJOBS,2025-07-24,,,,
103460,76.636.761-5,TRADE,MM,&,S,LIMITADA,2025-07-24
103461,76.636.987-1,FULL,COLOR,SPA,2025-07-24,,
Bordados,Y,Publicitarios,,,,,
103462,76.637.064-0,2025-07-24,,,,,
103463,76.637.813-7,INMOBILIARIA,E,2025-07-24,,,
103464,76.637.847-1,NELSON,VALLEJOS,2025-07-24,,,
103465,76.638.916-3,2025-07-24,,,,,
ELOY,FIGUEROA,RAUSCH,,,,,
103466,76.639.106-0,2025-07-24,,,,,
",",EXPLOTACION,DE,,,,,
VIVEROS,DE,ESPE,,,,,
103467,76.640.629-7,2025-07-24,,,,,
103468,76.643.639-0,2025-07-24,,,,,
