Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
103939,Sociedad,de,Transportes,,,
Andrade,Takeda,Ltda,,,,
103940,76.897.331-8,CHUCK,MONTAJES,SPA,2025-07-24,
103941,76.897.534-5,SOSEG,2025-07-24,,,
103942,76.899.443-9,2025-07-24,,,,
Y,JESUS,CHILE,SPA,,,
DISEÑO,Y,MARKETING,,,,
103943,76.899.473-0,2025-07-24,,,,
103944,76.899.962-7,2025-07-24,,,,
103945,76.900.900-0,BLANCAYRADIANTE,SPA,2025-07-24,,
103946,76.901.156-0,TH,MARKET,CO.,SPA,2025-07-24
103947,76.901.400-4,Arenys,Med,2025-07-24,,
103948,76.902.104-3,MAGDALENA,CARRASCO,2025-07-24,,
