Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.815.177-4,COMERCIALIZADORA,LAS,2025-07-24,,,
49542,76.464.724-6,2025-07-24,,,,
MUNICIPAL,DEL,ARTE,Y,,,
49543,65.136.986-K,2025-07-24,,,,
LA,CULTURA,DE,,,,
JAVIER,ALEXIS,ROJAS,,,,
49544,76.749.937-K,ELGUETA,2025-07-24,,,
49545,77.962.002-6,DALA,SPA,2025-07-24,,
49546,76.187.096-3,2025-07-24,,,,
49547,76.535.633-4,Sonocronia,2025-07-24,,,
49548,76.751.121-3,VICTOR,MUÑOZ,DE,LA,2025-07-24
sociedad,servicios,R&R,,,,
49549,76.468.686-1,2025-07-24,,,,
49550,76.465.203-7,2025-07-24,,,,
INSPECCION,DE,OBRAS,,,,
