Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
96.933.310-4,Planok,SA,2025-07-24,,,,
99226,96.937.270-3,EULEN,CHILE,S,A,2025-07-24,
99227,96.938.510-4,AGUAQUIM,SPA,2025-07-24,,,
SILVA,SQUELLA,ARMSTRONG,,,,,
99228,78.111.150-3,2025-07-24,,,,,
ARQUITECTU,RA,LIMITADA,,,,,
99229,96.940.460-5,DISTRIBUIDORA,SEGUEL,LTDA,2025-07-24,,
99230,96.945.210-3,ECO,RILES,S,A,2025-07-24,
99231,78.111.204-6,SOCIEDAD,EL,PANGAL,LIMITADA,2025-07-24,
LAVANDERÍA,EMELY,TERESA,,,,,
99232,78.111.357-3,2025-07-24,,,,,
MONTRE,ARRIAGADA,E.I.R.L.,,,,,
99233,96.948.100-6,VALUACIONES,DE,CHILE,S,A,2025-07-24
REPUESTOS,GRAFICOS,E,,,,,
99234,96.954.410-5,2025-07-24,,,,,
INDUSTRIALES,S,A,,,,,
99235,78.112.362-5,COMERCIAL,MEDISUMIN,SPA,2025-07-24,,
CONTRUCCIONES,LIZANA,&,,,,,
99236,78.112.571-7,2025-07-24,,,,,
