Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.975.937-7,CONSTRUCCION,&,2025-07-24,,,,
SOC,MEDICA,MARIO,,,,,
96731,77.522.690-0,2025-07-24,,,,,
96732,77.522.704-4,2025-07-24,,,,,
96733,77.522.745-1,LA,CASITA,DE,EMA,SPA,2025-07-24
96734,77.523.352-4,CONSTRUCCION,IRENE,2025-07-24,,,
LABORATORIOS,SAVAL,S,,,,,
96735,91.650.000-9,2025-07-24,,,,,
INVERSIONES,LA,CRUZ,,,,,
96736,77.523.402-4,2025-07-24,,,,,
ESTUDIOS,Y,ASESORÍAS,,,,,
96737,77.523.741-4,2025-07-24,,,,,
96738,77.976.137-1,2025-07-24,,,,,
CONSTRUCCION,PS,SPA,,,,,
96739,92.196.000-K,2025-07-24,,,,,
LO,VALLEDOR,AASA,S,A,,,
96740,93.913.000-4,2025-07-24,,,,,
VOGT,S,A,,,,,
