Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.221.821-4,GRUPO,ALTEA,SPA,2025-07-24,
69132,77.844.927-7,GRAFICA,POP,LIMITADA,2025-07-24
69133,77.845.518-8,LMK,ASESORÍAS,SPA,2025-07-24
69134,77.223.067-2,ECOPOWERSOLAR,SPA,2025-07-24,
69135,77.249.642-7,ENRIQUE,CADAGAN,2025-07-24,
69136,76.838.483-5,2025-07-24,,,
69137,77.367.274-1,PATRICIA,ESTELA,2025-07-24,
TOLEDO,OVANDO,E.I.R.L.,,,
69138,76.825.822-8,2025-07-24,,,
69139,77.223.453-8,XERTICA,CHILE,SPA,2025-07-24
SOC,DE,TRANSPORTES,,,
69140,76.839.250-1,2025-07-24,,,
EXPRESO,SUR,LTDA,,,
69141,76.827.017-1,THEL,CLIMA,SPA,2025-07-24
