Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.147.917-9,ZENTRIA,GROUP,SPA,2025-07-24,
95520,78.148.378-8,PIAZZO,SPA,2025-07-24,
FASNETT,&,SCL,DUPLO,,
95521,78.150.016-K,2025-07-24,,,
95522,78.150.283-9,DOM,ECOOBRAS,SPA,2025-07-24
95523,78.150.465-3,CONSTRUCCIÓN,ALMMA,2025-07-24,
95524,78.150.512-9,AUDIOVISUAL,CARLOS,2025-07-24,
95525,78.150.602-8,MEDPOI,SPA,2025-07-24,
95526,78.151.202-8,2025-07-24,,,
95527,78.151.903-0,2025-07-24,,,
95528,78.151.949-9,2025-07-24,,,
ARTISTA,VISUAL,Y,,,
95529,78.152.363-1,2025-07-24,,,
