Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.136.869-5,ARABESCO,SPA,2025-07-24,,,
DOMINGO,ESTUDIO,CREATIVO,,,,
99316,78.137.944-1,2025-07-24,,,,
99317,78.138.424-0,INGEREL,SPA,2025-07-24,,
99318,78.138.705-3,MULTISERVICIOS,TFLORES,SPA,2025-07-24,
SERVICIOS,ALIMENTARIOS,Y,DE,,,
99319,78.138.921-8,2025-07-24,,,,
PRODUCCIONES,GENERALES,SPA,,,,
99320,78.140.903-0,BINNA,SPA,2025-07-24,,
99321,78.141.073-K,CUMBRES,SPA,2025-07-24,,
DUAL,2A,CONSULTORÍA,,,,
99322,78.141.254-6,INMOBILIARIA,Y,CONSTRUCTORA,2025-07-24,
99323,78.141.380-1,"ALBAGLI,",ZALIASNIK,SPA,2025-07-24,
99324,78.141.428-K,EDENCARE,SPA,2025-07-24,,
99325,78.141.738-6,SENSORIA,SPA,2025-07-24,,
99326,78.141.989-3,2025-07-24,,,,
