Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
67724,JAVIER,VALENTIN,,,,,
AGUILAR,GALLARDO,E.I.,,,,,
PRESAS,DE,ESCALADA,,,,,
67725,77.455.853-5,2025-07-24,,,,,
67726,77.186.355-8,ORREGO,SERVICIOS,E.I.R.,2025-07-24,,
67727,77.285.439-0,2025-07-24,,,,,
67728,77.266.014-6,2025-07-24,,,,,
67729,76.515.462-6,Carlos,Jose,2025-07-24,,,
67730,77.174.336-6,T,&,T,SERVICES,SPA,2025-07-24
67731,77.285.649-0,SOLUCIONES,2025-07-24,,,,
67732,76.515.464-2,COMERCIAL,ZORZAL,SPA,2025-07-24,,
67733,76.192.907-0,2025-07-24,,,,,
PEREZ,HIELOS,E.I.R.L,,,,,
67734,96.894.940-3,ROCCO,Y,ASOCIADOS,S,A,2025-07-24
