Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
55676,CONSTRUCCIÓN,SUSTENTABLE,,,
SANTIAGO,RUIZ,MUÑOZ,E.I.R,,
ASESORÍAS,ALEXIS,NAVARRETE,,,
55677,76.803.895-3,EMPRESA,INDIVIDUAL,DE,2025-07-24
55678,76.743.551-7,ARGO,SPA,2025-07-24,
SOCIEDAD,MEDICA,NOVAS,,,
55679,76.698.653-6,2025-07-24,,,
PROVAL,FABRICACIÓN,Y,,,
55680,77.984.341-6,2025-07-24,,,
55681,76.775.359-4,PARQUE,OASIS,LTDA,2025-07-24
ASERRADEROS,Y,COMERCIAL,,,
55682,76.189.297-5,2025-07-24,,,
LUIS,FRITZSCHE,SUBIABRE,EI,,
55683,77.013.212-6,NAUTILUS,PRODUCCIONES,SPA,2025-07-24
55684,76.803.943-7,FIGUE,CONSULTING,SPA,2025-07-24
SOCIEDAD,MATRIZ,ONCOLOGICA,,,
55685,77.332.809-9,2025-07-24,,,
55686,78.135.960-2,QUINOVA,CHILE,SPA,2025-07-24
