Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
SOCIEDAD,GASTRONOMICA,CIBUS,SPA,2025-07-24,,,
75275,GABR132,TELECOMUNICACIONES,SPA,2025-07-24,,,
75276,INCITE,CHILE,SPA,2025-07-24,,,
75277,LABORATORIO,VINA,DEL,MAR,LIMITADA,2025-07-24,
75278,LA,BODEGUITA,DEL,MEDIO,SPA,2025-07-24,
75279,MENDY,CONSTRUCCIONES,Y,DISEÑO,SPA,2025-07-24,
75280,TWO-RACE,SPA,2025-07-24,,,,
75281,SEGTEC,SPA,2025-07-24,,,,
75282,TECNICENTRO,DIESEL,SPA,2025-07-24,,,
75283,SOLUCIONES,INTEGRALES,DE,MANTENIMIENTO,GUSTAVO,ESP,2025-07-24
75284,CATAFÉ,SPA,2025-07-24,,,,
75285,DRONE,SERVICE,CHILE,SPA,2025-07-24,,
