Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.823.106-9,MAFEC,SERVICAR,SPA,2025-07-24,
ENTRETENIMIENTOS,EL,TORO,,,
77025,77.667.584-9,2025-07-24,,,
77026,76.624.284-7,2025-07-24,,,
FL,SECURITY,AND,SERVICE,,
77027,77.633.097-3,2025-07-24,,,
77028,77.823.398-3,CONCRETE,NORTH,SPA,2025-07-24
MERCH,UP,PUBLICIDAD,,,
77029,77.667.923-2,2025-07-24,,,
77030,76.624.425-4,BDEBUENO,SPA,2025-07-24,
TALLER,GRAFICO,BEATRIZ,,,
77031,77.633.124-4,2025-07-24,,,
IRIBARREN,GÓMEZ,E.I.R.L.,,,
77032,77.005.269-6,LUDIKA,GROUP,SPA,2025-07-24
Diseno,y,Arquitectura,Sebastin,,
77033,76.625.647-3,2025-07-24,,,
Siel,Brunet,EIRL,,,
77034,77.633.348-4,2025-07-24,,,
77035,77.007.846-6,2025-07-24,,,
