Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
SERVICIOS,INDUSTRIALES,DON,PATRICIO,SPA,2025-07-24,,
75751,Mant-Proser,limida,2025-07-24,,,,
75752,SERVICIOS,E,INGENIERIA,5000,+,SPA,2025-07-24
75753,CINCO,SEIS,PRODUCCIONES,SPA,2025-07-24,,
75754,STICKER,PRINT,SPA,2025-07-24,,,
75755,INGENIERIA,Y,CONSTRUCCION,LAOC,SPA,2025-07-24,
75756,BIOSCAM,SPA,2025-07-24,,,,
75757,COMERCIAL,Y,SERVICIOS,MANPROMED,LIMITADA,2025-07-24,
75758,LOS,MONCHITOS,SPA,2025-07-24,,,
75759,VIMART,CONSTRUCCIÓN,SPA,2025-07-24,,,
75760,VENTAS,ÑUBLE,SPA,2025-07-24,,,
75761,LARES,ARQUITECTURA,Y,CONSTRUCCIÓN,SPA,2025-07-24,
