Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76.617.301-2,SAURE,Y,SARRIA,2025-07-24,
53230,78.074.863-K,UP4RACE,SPA,2025-07-24,
53231,77.272.438-1,MONOGATO,LIMITADA,2025-07-24,
53232,76.071.423-2,2025-07-24,,,
53233,76.699.213-7,2025-07-24,,,
53234,76.631.115-6,2025-07-24,,,
AGRÍCOLA,KAREN,VIVIAN,,,
53235,76.617.624-0,2025-07-24,,,
SEPÚLVEDA,LAMA,E.I.R.L.,,,
53236,76.302.476-8,2025-07-24,,,
53237,76.699.641-8,MUNOZ,Y,COMPANIA,2025-07-24
53238,76.631.549-6,cardiomedics,2025-07-24,,
53239,77.931.896-6,ALIMENTOS,ORTIZ,2025-07-24,
