Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.617.894-2,SIPAS,SPA,2025-07-24,,,
93505,77.617.943-4,2025-07-24,,,,
FULL,CAR,VILLA,ALEGRE,,,
93506,77.502.558-1,2025-07-24,,,,
93507,77.502.904-8,2025-07-24,,,,
93508,77.617.980-9,CONTRUCCION,Y,2025-07-24,,
MENSAJE,Y,PROFECIA,,,,
93509,77.504.781-K,2025-07-24,,,,
93510,77.618.526-4,2025-07-24,,,,
CAMPO,LINDO,SPA,,,,
93511,77.620.049-2,REVERDECE,SPA,2025-07-24,,
93512,77.504.820-4,GIACOBBE,Y,COMPANIA,2025-07-24,
93513,77.621.190-7,2025-07-24,,,,
93514,77.623.533-4,ARRAYAN,SPA,2025-07-24,,
