Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
73347,INMOBILIARIA,CENTINELA,,,,
73348,77.431.274-9,2025-07-24,,,,
EDUCACION,CIINEQ,SPA,,,,
CONTRATISTA,DE,OBRAS,,,,
73349,78.010.183-0,MENORES,ANTOFAGASTA,2025-07-24,,
BEATRIZ,ROMANET,JARA,,,,
73350,77.710.472-1,CONTRERAS,SERVICIOS,2025-07-24,,
DE,ASEO,E.I.R.L.,,,,
73351,76.444.275-K,INFINITY,INVESTMENT,SPA,2025-07-24,
73352,77.479.607-K,2025-07-24,,,,
GASTRONÓMICA,V&V,SPA,,,,
73353,77.441.789-3,2025-07-24,,,,
73354,77.534.953-0,REDINCORE,SPA,2025-07-24,,
73355,77.711.113-2,NUBEVOIP,SPA,2025-07-24,,
73356,77.558.280-4,JCL,COMERCIAL,LIMITADA,2025-07-24,
73357,76.444.472-8,COM,ANZENDAIICHI,LTDA,2025-07-24,
